State,LGA,Ward,PU-Code,PU-Name,Latitude,Longitude,Accredited_Voters,APC,LP,PDP,NNPP,APC (Av.),LP (Av.),PDP (Av.),NNPP (Av.),APC (Std Dv.),LP (Std Dv.),PDP (Std DV.),NNPP (Std Dv.),APC (Outlier),LP(Outlier),PDP (Outlier),NNPP (Outlier),APC (Outlier Category),LP(Outlier Category),PDP (Outlier Category),NNPP (Outlier Category)
ABIA,ABA NORTH,EZIAMA,01-01-01-041,ABIA PLOY XXIV,5.11639,7.36854,34,0,31,0,0,1.152,43.275,3.218,0.209,4.888,44.586,9.162,1.559,-0.235689501,-0.678242032,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,EZIAMA,01-01-01-049,EZIAMA HIGH SCH. X,5.11639,7.36854,65,0,63,0,0,1.153,43.288,3.221,0.209,4.891,44.607,9.166,1.56,-0.235814115,-0.218172854,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,EZIAMA,01-01-01-050,EZIAMA HIGH SCH. XI,5.11639,7.36854,86,1,84,0,0,1.154,43.268,3.225,0.21,4.893,44.625,9.17,1.56,-0.03156785,0.083747545,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,EZIAMA,01-01-01-051,EZIAMA HIGH SCH. XII,5.11639,7.36854,81,2,76,1,0,1.155,43.227,3.228,0.21,4.896,44.628,9.175,1.561,0.172684953,-0.03126975,-0.453605845,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,EZIAMA,01-01-01-054,RAILWAY QUARTERS VI,5.11639,7.36854,59,0,60,0,0,1.154,43.194,3.23,0.21,4.898,44.639,9.179,1.562,-0.235564005,-0.261304339,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,INDUSTRIAL AREA,01-01-02-030,NGWA CULTURAL HALL V,5.11639,7.36854,4,0,9,0,0,1.155,43.177,3.233,0.21,4.9,44.658,9.183,1.563,-0.235689047,-0.994539592,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,INDUSTRIAL AREA,01-01-02-032,OLD POST OFFICE VIII,5.11639,7.36854,2,0,0,0,0,1.156,43.211,3.237,0.21,4.903,44.667,9.187,1.563,-0.235814288,-1.123934048,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,INDUSTRIAL AREA,01-01-02-033,OLD POST OFFICE PREM. IX,5.11639,7.36854,2,0,88,0,0,1.157,43.255,3.24,0.211,4.905,44.669,9.191,1.564,-0.235939729,0.141256192,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,INDUSTRIAL AREA,01-01-02-034,OLD POST OFFICE PREM. X,5.11639,7.36854,0,0,88,0,0,1.158,43.21,3.243,0.211,4.907,44.669,9.195,1.565,-0.236065371,0.141256192,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,INDUSTRIAL AREA,01-01-02-035,LEVER BROTHER GATE V,5.11639,7.36854,5,0,5,0,0,1.16,43.165,3.246,0.211,4.91,44.669,9.199,1.566,-0.236191213,-1.052048239,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,INDUSTRIAL AREA,01-01-02-036,LEVER BROTHER GATE VI,5.11639,7.36854,3,0,3,0,0,1.161,43.203,3.25,0.211,4.912,44.675,9.203,1.566,-0.236317257,-1.080802563,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,INDUSTRIAL AREA,01-01-02-039,BATA PREMISES VII,5.11639,7.36854,21,0,88,0,0,1.162,43.244,3.253,0.212,4.914,44.679,9.207,1.567,-0.236443503,0.141256192,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,INDUSTRIAL AREA,01-01-02-042,BATA PREMISES X,5.11639,7.36854,8,0,79,1,0,1.163,43.199,3.256,0.212,4.917,44.679,9.211,1.568,-0.236569952,0.011861735,-0.453605845,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,INDUSTRIAL AREA,01-01-02-045,NGWA CULTURAL HALL VII,5.11639,7.36854,30,0,28,0,0,1.164,43.162,3.259,0.212,4.919,44.687,9.216,1.569,-0.236696603,-0.721373517,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,OLD ABA GRA,01-01-07-025,UGWUEZI SQUARE I,5.11639,7.36854,8,0,7,1,0,1.165,43.178,3.262,0.212,4.921,44.707,9.22,1.57,-0.236823459,-1.023293916,-0.453605845,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,OLD ABA GRA,01-01-07-026,UGWUEZI SQUARE II,5.11639,7.36854,7,0,4,0,0,1.167,43.214,3.264,0.212,4.924,44.715,9.224,1.57,-0.236950518,-1.066425401,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,OLD ABA GRA,01-01-07-028,UGWUEZI SQUARE IV,5.11639,7.36854,5,0,5,0,0,1.168,43.254,3.268,0.213,4.926,44.72,9.228,1.571,-0.237077782,-1.052048239,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,OLD ABA GRA,01-01-07-029,UGWUEZI SQUARE V,5.11639,7.36854,4,0,3,0,0,1.169,43.293,3.271,0.213,4.928,44.726,9.232,1.572,-0.237205252,-1.080802563,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,OLD ABA GRA,01-01-07-031,AMA NWAIGWE SQUARE II,5.11639,7.36854,4,0,6,1,0,1.17,43.334,3.274,0.213,4.931,44.73,9.237,1.573,-0.237332927,-1.037671077,-0.453605845,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,OLD ABA GRA,01-01-07-033,AMA NWAIGWE SQUARE IV,5.11639,7.36854,13,1,12,0,0,1.171,43.372,3.277,0.213,4.933,44.737,9.241,1.574,-0.034750362,-0.951408107,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,OLD ABA GRA,01-01-07-034,AMA NWAIGWE SQUARE V,5.11639,7.36854,2,0,2,0,0,1.172,43.404,3.28,0.213,4.936,44.749,9.245,1.574,-0.237375248,-1.095179725,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,OSUSU I,01-01-03-029,OSUSU RD. PRI. SCH. PREM XIV,5.11639,7.36854,102,0,97,0,0,1.173,43.447,3.283,0.214,4.938,44.752,9.249,1.575,-0.237503417,0.270650648,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,OSUSU I,01-01-03-030,OSUSU RD. PRI. SCH. PREM XV,5.11639,7.36854,95,0,90,0,0,1.174,43.392,3.287,0.214,4.94,44.742,9.253,1.576,-0.237631793,0.170010515,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,OSUSU I,01-01-03-031,BTC PREMISES VIII,5.11639,7.36854,55,0,55,0,0,1.175,43.344,3.29,0.214,4.943,44.74,9.258,1.577,-0.237760378,-0.333190148,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,OSUSU I,01-01-03-034,BTC PREMISES XI,5.11639,7.36854,25,0,0,0,0,1.176,43.332,3.293,0.214,4.945,44.762,9.262,1.577,-0.237889171,-1.123934048,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,OSUSU I,01-01-03-036,BTC PREMISES XIII,5.11639,7.36854,45,1,39,0,0,1.178,43.377,3.297,0.215,4.948,44.763,9.266,1.578,-0.035899864,-0.563224737,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,OSUSU I,01-01-03-037,BTC PREMISES XIV,5.11639,7.36854,32,0,15,2,0,1.178,43.381,3.3,0.215,4.95,44.786,9.27,1.579,-0.237932992,-0.908276621,-0.373082567,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,OSUSU I,01-01-03-038,BTC PREMISES XV,5.11639,7.36854,35,0,0,0,0,1.179,43.41,3.301,0.215,4.953,44.8,9.275,1.58,-0.238062287,-1.123934048,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,OSUSU I,01-01-03-039,BTC PREMISES XVI,5.11639,7.36854,61,1,58,1,1,1.18,43.455,3.305,0.215,4.955,44.801,9.279,1.581,-0.036373092,-0.290058663,-0.453605845,0.270195689,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,OSUSU I,01-01-03-041,BTC PREMISES XVIII,5.11639,7.36854,94,0,93,1,0,1.18,43.44,3.307,0.214,4.957,44.822,9.283,1.581,-0.238106749,0.213142001,-0.453605845,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,OSUSU I,01-01-03-042,BTC PREMISES XIX,5.11639,7.36854,85,0,84,0,0,1.182,43.389,3.31,0.215,4.96,44.816,9.288,1.582,-0.238236549,0.083747545,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,OSUSU I,01-01-03-044,OKIGWE RD PRI. SCH. PREM X,5.11639,7.36854,62,0,0,0,0,1.183,43.347,3.313,0.215,4.962,44.821,9.292,1.583,-0.238366562,-1.123934048,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,OSUSU II,01-01-04-019,OSUSU SEC. SCHOOL VIII,5.11639,7.36854,2,0,15,1,0,1.184,43.392,3.316,0.215,4.965,44.822,9.296,1.584,-0.238496787,-0.908276621,-0.453605845,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,OSUSU II,01-01-04-020,OSUSU SEC. SCHOOL IX,5.11639,7.36854,11,0,16,3,0,1.185,43.421,3.319,0.215,4.967,44.836,9.301,1.584,-0.238627226,-0.893899459,-0.29255929,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,OSUSU II,01-01-04-021,OSUSU SEC. SCHOOL X,5.11639,7.36854,9,0,9,0,0,1.187,43.45,3.319,0.216,4.97,44.85,9.306,1.585,-0.23875788,-0.994539592,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,OSUSU II,01-01-04-024,OSUSU SEC. SCHOOL XIII,5.11639,7.36854,14,0,0,0,0,1.188,43.485,3.323,0.216,4.972,44.86,9.31,1.586,-0.238888748,-1.123934048,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,OSUSU II,01-01-04-025,OSUSU SEC. SCHOOL XIV,5.11639,7.36854,16,0,16,0,0,1.189,43.531,3.326,0.216,4.974,44.861,9.314,1.587,-0.239019832,-0.893899459,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,OSUSU II,01-01-04-026,OSUSU SEC. SCHOOL XV,5.11639,7.36854,17,0,15,1,0,1.19,43.559,3.33,0.216,4.977,44.876,9.318,1.588,-0.239151132,-0.908276621,-0.453605845,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,OSUSU II,01-01-04-027,BRIGHT WAY NURSARY SCHOOL IX,5.11639,7.36854,0,0,6,0,0,1.191,43.589,3.332,0.216,4.979,44.89,9.323,1.589,-0.239282648,-1.037671077,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,OSUSU II,01-01-04-028,BRIGHT WAY NURSARY SCHOOL X,5.11639,7.36854,20,0,16,3,0,1.193,43.628,3.335,0.217,4.982,44.897,9.327,1.589,-0.239414382,-0.893899459,-0.29255929,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,OSUSU II,01-01-04-029,BRIGHT WAY NURSARY SCHOOL XI,5.11639,7.36854,35,0,33,32,0,1.194,43.657,3.336,0.217,4.984,44.911,9.332,1.59,-0.239546333,-0.649487708,2.042615747,-0.174245009,Normal,Normal,Possible Outlier,Normal
ABIA,ABA NORTH,OSUSU II,01-01-04-030,BRIGHT WAY NURSARY SCHOOL XII,5.11639,7.36854,60,0,49,0,0,1.195,43.668,3.306,0.217,4.987,44.933,9.291,1.591,-0.239678503,-0.419453119,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,OSUSU II,01-01-04-032,BRIGHT WAY NURSARY SCHOOL XIV,5.11639,7.36854,74,0,71,1,0,1.196,43.662,3.309,0.217,4.989,44.956,9.295,1.592,-0.239810892,-0.103155559,-0.453605845,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,OSUSU II,01-01-04-033,BRIGHT WAY NURSARY SCHOOL XV,5.11639,7.36854,89,1,85,1,1,1.198,43.634,3.312,0.218,4.992,44.971,9.299,1.593,-0.039606394,0.098124706,-0.453605845,0.270195689,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,OSUSU II,01-01-04-034,BRIGHT WAY NURSARY SCHOOL XVI,5.11639,7.36854,24,0,24,0,0,1.198,43.591,3.314,0.217,4.994,44.975,9.304,1.593,-0.239859622,-0.778882165,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,ST.EUGENES BY OKIGWE RD.,01-01-05-020,HOLY GHOST COM. SCH. VII,5.11639,7.36854,33,0,23,2,0,1.199,43.611,3.318,0.217,4.997,44.994,9.308,1.594,-0.239992538,-0.793259327,-0.373082567,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,ST.EUGENES BY OKIGWE RD.,01-01-05-022,SACRED HEART COLLEGE VII,5.11639,7.36854,10,0,10,0,0,1.2,43.633,3.319,0.217,4.999,45.013,9.313,1.595,-0.240125676,-0.98016243,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,ST.EUGENES BY OKIGWE RD.,01-01-05-024,ST EUGENES PRIMARY SCHOOL VII,5.11639,7.36854,15,0,11,1,1,1.202,43.668,3.322,0.217,5.002,45.023,9.317,1.596,-0.240259035,-0.965785268,-0.453605845,0.270195689,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,ST.EUGENES BY OKIGWE RD.,01-01-05-025,ST EUGENE PRIMARY SCHOOL VIII,5.11639,7.36854,35,0,26,0,1,1.203,43.702,3.325,0.217,5.004,45.034,9.322,1.596,-0.240392617,-0.750127841,-0.534129122,0.270195689,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,ST.EUGENES BY OKIGWE RD.,01-01-05-026,ST EUGENE PRIMARY SCHOOL IX,5.11639,7.36854,34,0,32,1,0,1.204,43.721,3.328,0.216,5.007,45.054,9.326,1.597,-0.240526422,-0.66386487,-0.453605845,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,ST.EUGENES BY OKIGWE RD.,01-01-05-027,ST EUGENES PRIMARY SCHOOL X,5.11639,7.36854,53,0,53,0,0,1.205,43.733,3.331,0.216,5.009,45.076,9.331,1.598,-0.240660451,-0.361944472,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,ST.EUGENES BY OKIGWE RD.,01-01-05-028,ASA OKPUAJA PRIMARY SCHOOL I,5.11639,7.36854,82,3,66,3,0,1.207,43.724,3.334,0.216,5.012,45.099,9.335,1.599,0.357824297,-0.175041368,-0.29255929,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,ST.EUGENES BY OKIGWE RD.,01-01-05-029,EKWEREAZU TOWN HALL II,5.11639,7.36854,7,0,5,0,0,1.205,43.7,3.335,0.216,5.014,45.117,9.34,1.599,-0.240306263,-1.052048239,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,UMUOGOR,01-01-12-021,MIGRANT PRIMARY SCHOOL I,5.11639,7.36854,198,0,193,2,0,1.206,43.741,3.338,0.217,5.016,45.123,9.344,1.6,-0.24044058,1.650858183,-0.373082567,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,UMUOGOR,01-01-12-022,MIGRANT FARMERS PRIMARY SCH. II,5.11639,7.36854,73,0,72,1,0,1.207,43.583,3.34,0.217,5.019,44.885,9.349,1.601,-0.240575123,-0.088778397,-0.453605845,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,UMUOGOR,01-01-12-023,UMUOGOR COUNCIL HALL I,5.11639,7.36854,7,0,7,0,0,1.209,43.553,3.342,0.217,5.021,44.899,9.354,1.602,-0.240709891,-1.023293916,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,UMUOLA,01-01-08-026,FED. PRI. HEALTH CENT. UMUOLA ,5.11639,7.36854,2,0,1,0,0,1.21,43.592,3.346,0.217,5.024,44.907,9.358,1.603,-0.240844887,-1.109556887,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,UMUOLA,01-01-08-027,UMUOLA EGBELU HALL V,5.11639,7.36854,82,2,78,0,0,1.211,43.637,3.349,0.218,5.026,44.91,9.362,1.604,0.156922192,-0.002515426,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,UMUOLA,01-01-08-028,UMUOLA EGBELU HALL VI,5.11639,7.36854,72,0,72,0,0,1.21,43.6,3.353,0.218,5.029,44.92,9.367,1.604,-0.240688643,-0.088778397,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,UMUOLA,01-01-08-029,UMUOLA EGBELU HALL VII,5.11639,7.36854,100,0,96,0,0,1.212,43.57,3.356,0.218,5.031,44.934,9.371,1.605,-0.240824056,0.256273486,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,UMUOLA,01-01-08-031,UMUOLA EGBELU HALL IX,5.11639,7.36854,121,0,118,1,0,1.213,43.514,3.36,0.218,5.034,44.925,9.375,1.606,-0.240959698,0.572571046,-0.453605845,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,UMUOLA,01-01-08-032,UMUOLA VILLAGE SQUARE I,5.11639,7.36854,14,0,14,0,0,1.214,43.435,3.362,0.219,5.037,44.883,9.38,1.607,-0.241095569,-0.922653783,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,UMUOLA,01-01-08-034,FED. PRI.HEALTH CENT. UMUOLA II,5.11639,7.36854,1,0,0,0,0,1.216,43.466,3.366,0.219,5.039,44.897,9.384,1.608,-0.24123167,-1.123934048,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,UMUOLA,01-01-08-035,FED. PRI. HEALTH CENTRE UMUOLA III,5.11639,7.36854,3,0,0,0,0,1.217,43.513,3.37,0.219,5.042,44.898,9.389,1.609,-0.241368002,-1.123934048,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,UMUOLA,01-01-08-036,FED. PRI. HEALTH CENTRE UMUOLA  IV,5.11639,7.36854,3,0,2,0,0,1.218,43.559,3.373,0.219,5.044,44.9,9.393,1.609,-0.241504565,-1.095179725,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,UMUOLA,01-01-08-037,UDOGU UMUOLA SQUARE I,5.11639,7.36854,3,0,3,0,0,1.219,43.604,3.377,0.219,5.047,44.903,9.398,1.61,-0.24164136,-1.080802563,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,UMUOLA,01-01-08-038,UDOGU UMUOLA SQUARE II,5.11639,7.36854,1,0,1,0,0,1.221,43.647,3.38,0.22,5.049,44.908,9.402,1.611,-0.241778389,-1.109556887,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,UMUOLA,01-01-08-039,UDOGU UMUOLA SQUARE III,5.11639,7.36854,3,0,3,0,0,1.222,43.693,3.384,0.22,5.052,44.91,9.406,1.612,-0.24191565,-1.080802563,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,UMUOLA,01-01-08-040,UDOGU UMUOLA SQUARE IV,5.11639,7.36854,0,0,0,0,0,1.223,43.737,3.388,0.22,5.054,44.914,9.411,1.613,-0.242053146,-1.123934048,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,UMUOLA,01-01-08-041,UDOGU UMUOLA SQUARE V,5.11639,7.36854,3,0,2,0,0,1.225,43.784,3.391,0.22,5.057,44.916,9.415,1.614,-0.242190876,-1.095179725,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,UMUOLA,01-01-08-042,UDOGU VILLAGE SQUARE VI,5.11639,7.36854,1,0,1,0,0,1.226,43.829,3.395,0.221,5.059,44.919,9.42,1.615,-0.242328841,-1.109556887,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,UMUOLA,01-01-08-043,UDOGU UMUOLA SQUARE VII,5.11639,7.36854,0,2,7,0,0,1.227,43.875,3.399,0.221,5.062,44.921,9.424,1.615,0.152632897,-1.023293916,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,URATTA,01-01-06-039,URATTA COUNCIL HALL XX,5.11639,7.36854,47,1,44,2,0,1.227,43.915,3.402,0.221,5.065,44.929,9.428,1.616,-0.044728864,-0.491338928,-0.373082567,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,URATTA,01-01-06-027,MIGRANT FARMERS PRI. SCHOOL I,5.11639,7.36854,12,1,11,1,1,1.227,43.915,3.404,0.221,5.067,44.953,9.433,1.617,-0.044753057,-0.965785268,-0.453605845,0.270195689,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,URATTA,01-01-06-028,MIGRANT FARMERS PRIMARY SCH. II,5.11639,7.36854,22,1,15,3,0,1.227,43.95,3.406,0.221,5.07,44.964,9.438,1.618,-0.04477729,-0.908276621,-0.29255929,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,URATTA,01-01-06-030,CIVI C CENTRE I,5.11639,7.36854,6,0,5,0,0,1.227,43.982,3.407,0.221,5.073,44.979,9.443,1.619,-0.241928436,-1.052048239,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,URATTA,01-01-06-032,CIVIC CENTRE III,5.11639,7.36854,5,0,3,1,0,1.229,44.024,3.411,0.221,5.075,44.985,9.448,1.62,-0.242067131,-1.080802563,-0.453605845,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,URATTA,01-01-06-033,UMUOGUJI URATTA COUNCIL HALL I,5.11639,7.36854,17,0,15,1,0,1.23,44.068,3.413,0.221,5.078,44.989,9.452,1.62,-0.242206065,-0.908276621,-0.453605845,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,URATTA,01-01-06-034,UMUOGBUJI COUNCIL HALL II,5.11639,7.36854,10,0,9,1,0,1.231,44.1,3.416,0.221,5.081,45.003,9.457,1.621,-0.242345238,-0.994539592,-0.453605845,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,URATTA,01-01-06-035,UMUOGBUJI COUNCIL HALL III,5.11639,7.36854,12,0,11,0,0,1.233,44.138,3.418,0.222,5.083,45.013,9.462,1.622,-0.242484652,-0.965785268,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,URATTA,01-01-06-036,UMUOGBUJI URATTA COUNCIL HALL IV,5.11639,7.36854,11,0,9,1,0,1.234,44.174,3.422,0.222,5.086,45.024,9.467,1.623,-0.242624306,-0.994539592,-0.453605845,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,URATTA,01-01-06-038,URATTA COUNCIL HALL XIX,5.11639,7.36854,50,0,48,1,0,1.235,44.212,3.425,0.222,5.088,45.033,9.471,1.624,-0.242764202,-0.433830281,-0.453605845,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,URATTA,01-01-06-040,URATTA COUNCIL HALL XXI,5.11639,7.36854,28,0,28,0,0,1.237,44.208,3.427,0.222,5.091,45.058,9.476,1.625,-0.242904341,-0.721373517,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA SOUTH,ABA RIVER,01-02-11-028,ETCHE ROAD PRIMARY SCHOOL  VIII,5.1,7.35,8,0,8,0,0,1.238,44.226,3.431,0.223,5.094,45.079,9.481,1.626,-0.243044722,-1.008916754,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA SOUTH,ABA RIVER,01-02-11-029,ETCHE ROAD PRIMARY SCHOOL IX,5.1,7.35,10,0,10,0,0,1.239,44.266,3.435,0.223,5.096,45.088,9.485,1.626,-0.243185347,-0.98016243,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA SOUTH,ABA RIVER,01-02-11-030,ETCHE ROAD PRIMARY SCHOOL. X,5.1,7.35,9,0,9,0,0,1.241,44.303,3.439,0.223,5.099,45.098,9.49,1.627,-0.243326216,-0.994539592,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA SOUTH,ABA RIVER,01-02-11-031,ETCHE ROAD PRIMARY SCHOOL. XI,5.1,7.35,8,0,8,0,0,1.242,44.342,3.442,0.223,5.102,45.108,9.494,1.628,-0.243467331,-1.008916754,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA SOUTH,ABA RIVER,01-02-11-032,ETCHE ROAD PRIMARY SCHOOL XII,5.1,7.35,24,0,22,0,0,1.243,44.382,3.446,0.224,5.104,45.116,9.499,1.629,-0.243608691,-0.807636488,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA SOUTH,ABA RIVER,01-02-11-033,ETCHE ROAD PRIMARY SCHOOL. XIII,5.1,7.35,44,0,43,0,0,1.245,44.406,3.45,0.224,5.107,45.135,9.503,1.63,-0.243750298,-0.50571609,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA SOUTH,ABA RIVER,01-02-11-034,ETCHE ROAD PRIMARY SCHOOL. XIV,5.1,7.35,61,1,57,1,0,1.246,44.408,3.454,0.224,5.109,45.16,9.508,1.631,-0.048176227,-0.304435825,-0.453605845,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA SOUTH,ABA RIVER,01-02-11-035,OBIORA ROAD PRIMARY SCHOOL VIII,5.1,7.35,35,0,34,0,0,1.246,44.394,3.457,0.224,5.112,45.183,9.513,1.632,-0.243811389,-0.635110546,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA SOUTH,ABA RIVER,01-02-11-036,RIVERSIDE PRIMARY SCHOOL IV,5.1,7.35,28,0,0,0,0,1.248,44.405,3.46,0.225,5.115,45.206,9.517,1.633,-0.243953595,-1.123934048,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA SOUTH,ABA RIVER,01-02-11-037,RIVER SIDE PRIMARY SCHOOL V,5.1,7.35,46,0,44,0,0,1.249,44.454,3.464,0.225,5.118,45.207,9.522,1.633,-0.244096051,-0.491338928,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA SOUTH,ABA TOWN HALL,01-02-12-023,ABA TOWN HALL VI,5.1,7.35,128,1,126,0,0,1.251,44.455,3.468,0.225,5.12,45.232,9.526,1.634,-0.048933978,0.687588341,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA SOUTH,ABA TOWN HALL,01-02-12-024,ABA TOWN HALL  VII,5.1,7.35,80,0,79,1,0,1.251,44.365,3.472,0.225,5.123,45.176,9.531,1.635,-0.244158293,0.011861735,-0.453605845,-0.174245009,Normal,Normal,Normal,Normal
