State,LGA,Ward,PU-Code,PU-Name,Latitude,Longitude,Accredited_Voters,APC,LP,PDP,NNPP,APC (Av.),LP (Av.),PDP (Av.),NNPP (Av.),APC (Std Dv.),LP (Std Dv.),PDP (Std DV.),NNPP (Std Dv.),APC (Outlier),LP(Outlier),PDP (Outlier),NNPP (Outlier),APC (Outlier Category),LP(Outlier Category),PDP (Outlier Category),NNPP (Outlier Category)
ABIA,ABA NORTH,EZIAMA,01-01-01-001,RAILWAY QUARTERS - RAILWAY QUARTERS I,5.11639,7.36854,85,7,56,25,1,2.927,78.175,6.633,0.392,10.732,69.555,12.419,2.25,0.379569376,-0.318812986,1.478952807,0.270195689,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,EZIAMA,01-01-01-002,RAILWAY QUARTERS - RAILWAY QUARTERS II,5.11639,7.36854,90,0,0,0,0,2.925,78.184,6.626,0.392,10.734,69.567,12.416,2.25,-0.272502957,-1.123934048,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,EZIAMA,01-01-01-003,RAILWAY QUARTERS - RAILWAY QUARTERS III,5.11639,7.36854,105,0,0,0,0,2.926,78.215,6.629,0.392,10.736,69.564,12.418,2.251,-0.272561736,-1.123934048,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,EZIAMA,01-01-01-005,ABIA POLY - ABIA POLY I,5.11639,7.36854,138,0,0,0,0,2.927,78.247,6.631,0.392,10.738,69.56,12.419,2.251,-0.272620552,-1.123934048,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,INDUSTRIAL AREA,01-01-02-012,LEVER BROTHERS GATE- LEVER BROTHERS GATE IV,5.11639,7.36854,71,0,71,0,0,2.928,78.278,6.634,0.392,10.74,69.556,12.421,2.252,-0.272679406,-0.103155559,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,OSUSU I,01-01-03-002,OSUSU RD.PRI.SCHOOL-SCHOOL PREMISES II,5.11639,7.36854,156,2,157,1,0,2.93,78.281,6.637,0.392,10.742,69.57,12.423,2.252,-0.08654556,1.133280357,-0.453605845,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,OSUSU II,01-01-04-004,OSUSU SECONDARY SCHOOL  - SCHOOL PREMISES IV,5.11639,7.36854,297,2,287,7,0,2.93,78.249,6.639,0.393,10.744,69.566,12.425,2.253,-0.086563095,3.002311394,0.029533818,-0.174245009,Normal,Strong Outlier,Normal,Normal
ABIA,ABA NORTH,OSUSU II,01-01-04-014,BRIGHT WAY NURS. SCHOOL - SCHOOL PREMISES VII,5.11639,7.36854,144,0,138,1,2,2.93,78.165,6.639,0.393,10.746,69.454,12.427,2.253,-0.272699059,0.860114283,-0.453605845,0.714636388,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,OSUSU II,01-01-04-016,POPE JOHN PAUL COLLEGE-SCHOOL PREMISES I,5.11639,7.36854,173,2,157,1,0,2.932,78.141,6.641,0.392,10.748,69.458,12.429,2.253,-0.086674276,1.133280357,-0.453605845,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,OSUSU II,01-01-04-018,POPE JOHN PAUL COLLEGE-SCHOOL PREMISES III,5.11639,7.36854,165,2,157,1,0,2.932,78.11,6.643,0.392,10.75,69.453,12.431,2.254,-0.086691859,1.133280357,-0.453605845,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,ST.EUGENES BY OKIGWE RD.,01-01-05-003,HOLY GHOST COMM. SCHOOL  - SCHOOL PREMISES III,5.11639,7.36854,119,0,105,3,0,2.932,78.078,6.645,0.392,10.752,69.449,12.433,2.254,-0.272718839,0.385667943,-0.29255929,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,ST.EUGENES BY OKIGWE RD.,01-01-05-017,ST. EUGENE'S PRIM. SCH.  - SCHOOL PREMISES V,5.11639,7.36854,142,0,138,2,0,2.933,78.067,6.647,0.393,10.754,69.461,12.436,2.255,-0.272777884,0.860114283,-0.373082567,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,ST.EUGENES BY OKIGWE RD.,01-01-05-019,EKWEREAZU TOWN HALL - TOWN HALL I,5.11639,7.36854,191,2,178,0,0,2.935,78.043,6.649,0.393,10.756,69.465,12.438,2.255,-0.086896962,1.435200756,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,URATTA,01-01-06-008,URATTA COUNCIL HALL  - HALL PREMISES VIII,5.11639,7.36854,102,1,98,3,0,2.935,78.002,6.651,0.393,10.758,69.45,12.44,2.255,-0.179866017,0.28502781,-0.29255929,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,URATTA,01-01-06-010,URATTA COUNCIL HALL  - HALL PREMISES X,5.11639,7.36854,97,0,96,0,0,2.936,77.994,6.653,0.393,10.76,69.463,12.442,2.256,-0.272836736,0.256273486,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,URATTA,01-01-06-017,URATTA COUNCIL HALL  - HALL PREMISES XVII,5.11639,7.36854,74,0,68,1,0,2.937,77.987,6.656,0.393,10.762,69.476,12.444,2.256,-0.272895905,-0.146287045,-0.453605845,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,URATTA,01-01-06-021,STELLA MARIS SEC. SCHOOL  - SCHOOL PREMISES IV,5.11639,7.36854,68,3,57,0,0,2.938,77.991,6.658,0.393,10.764,69.49,12.446,2.257,0.005740499,-0.304435825,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,OLD ABA GRA,01-01-07-010,GULF COURSE PRIMARY SCHOOL  - SCHOOL PREMISES X,5.11639,7.36854,85,1,83,1,0,2.938,78,6.661,0.394,10.767,69.502,12.447,2.257,-0.180017894,0.069370383,-0.453605845,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,OLD ABA GRA,01-01-07-023,WATER TANK WATER TANK PREMISES VII,5.11639,7.36854,172,3,163,2,0,2.939,77.998,6.663,0.394,10.769,69.516,12.449,2.258,0.005667787,1.219543328,-0.373082567,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,UMUOLA,01-01-08-004,UMUOLA PRIM. SCHOOL-SCHOOL PREMISES IV,5.11639,7.36854,158,0,143,3,0,2.939,77.963,6.665,0.394,10.771,69.509,12.452,2.258,-0.272859618,0.932000092,-0.29255929,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,UMUOLA,01-01-08-012,UMUOLA OKPULOR HALL - COUNCIL HALL V,5.11639,7.36854,92,1,88,2,0,2.94,77.937,6.666,0.394,10.773,69.511,12.454,2.259,-0.180093437,0.141256192,-0.373082567,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,UMUOLA,01-01-08-023,UMUOLA EGBELU HALL - COUNCIL HALL III,5.11639,7.36854,139,3,132,1,2,2.941,77.933,6.668,0.394,10.775,69.525,12.456,2.259,0.005483556,0.773851312,-0.453605845,0.714636388,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,ARIARIA MARKET,01-01-09-003,OSUSU RD.PRIM.SCHOOL-PREMISES III,5.11639,7.36854,121,2,86,4,0,2.941,77.911,6.67,0.394,10.777,69.53,12.458,2.259,-0.08730386,0.112501868,-0.212036013,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,ARIARIA MARKET,01-01-09-019,OLD INTERNAL REVENUE-PREMISES VI,5.11639,7.36854,93,0,89,2,0,2.941,77.908,6.672,0.394,10.779,69.544,12.461,2.26,-0.272861442,0.155633354,-0.373082567,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,ARIARIA MARKET,01-01-09-020,OLD INTERNAL REVENUE-PREMISES VII,5.11639,7.36854,91,2,85,1,0,2.942,77.903,6.673,0.394,10.781,69.558,12.463,2.26,-0.087415844,0.098124706,-0.453605845,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,ARIARIA MARKET,01-01-09-047,SACRED HEART COLLEGE-SCHOOL PREMISES IV,5.11639,7.36854,75,1,28,3,5,2.943,77.9,6.676,0.394,10.784,69.572,12.465,2.261,-0.180167539,-0.721373517,-0.29255929,2.047958482,Normal,Normal,Normal,Possible Outlier
ABIA,ABA NORTH,UMUOGOR,01-01-12-018,UMUOGOR HEALTH CENTRE-HEALTH CENTRE X,5.11639,7.36854,83,0,77,4,0,2.944,77.921,6.677,0.392,10.786,69.579,12.467,2.259,-0.272920911,-0.016892588,-0.212036013,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA NORTH,UMUOGOR,01-01-12-020,ASA OKPULOR - COUNCIL HALL,5.11639,7.36854,118,0,109,4,0,2.945,77.921,6.678,0.392,10.788,69.593,12.469,2.26,-0.272980389,0.44317659,-0.212036013,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA SOUTH,EZIUKWU,01-02-01-001,EZIUKWU OKIGWE ROAD PRIMARY SCHOOL I,5.1,7.35,210,0,0,0,0,2.946,77.908,6.679,0.392,10.79,69.604,12.472,2.26,-0.273039906,-1.123934048,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA SOUTH,EZIUKWU,01-02-01-002,EZIUKWU OKIGWE ROAD PRIMARY SCHOOL II,5.1,7.35,145,0,0,0,0,2.947,77.94,6.682,0.393,10.792,69.601,12.474,2.26,-0.273099461,-1.123934048,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA SOUTH,EZIUKWU,01-02-01-006,EZIUKWU LOCAL GOVT.POUND OFFICE I,5.1,7.35,85,0,76,1,1,2.948,77.972,6.685,0.393,10.794,69.597,12.475,2.261,-0.273159056,-0.03126975,-0.453605845,0.270195689,Normal,Normal,Normal,Normal
ABIA,ABA SOUTH,EZIUKWU,01-02-01-007,EZIUKWU LOCAL GOVT.POUND OFFICE II,5.1,7.35,93,0,0,0,0,2.95,77.972,6.687,0.393,10.796,69.611,12.477,2.261,-0.27321869,-1.123934048,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA SOUTH,EZIUKWU,01-02-01-015,EZIUKWU PRIMARY SCHOOL IV,5.1,7.35,101,0,0,0,0,2.951,78.004,6.69,0.393,10.798,69.608,12.479,2.262,-0.273278363,-1.123934048,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA SOUTH,EZIUKWU,01-02-01-020,EZIUKWU EBENATOR HALL I (57 OMUMA ROAD),5.1,7.35,175,0,109,0,0,2.952,78.036,6.693,0.393,10.8,69.604,12.481,2.262,-0.273338075,0.44317659,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA SOUTH,ASA,01-02-02-016,ASA-TOWNSHIP PRIM.SCH. II,5.1,7.35,137,0,133,1,0,2.953,78.023,6.695,0.393,10.802,69.615,12.483,2.263,-0.273397826,0.788228474,-0.453605845,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA SOUTH,ENYIMBA,01-02-03-003,ENYIMBA-OBUDA VILLAGE HALL III,5.1,7.35,274,1,258,9,0,2.954,78.001,6.698,0.393,10.804,69.621,12.485,2.263,-0.180898674,2.585373701,0.190580373,-0.174245009,Normal,Possible Outlier,Normal,Normal
ABIA,ABA SOUTH,ENYIMBA,01-02-03-020,ENYIMBA-ABAUKWU VILLAGE HALL II,5.1,7.35,111,0,109,0,0,2.955,77.928,6.697,0.393,10.806,69.54,12.487,2.264,-0.273477425,0.44317659,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA SOUTH,NGWA,01-02-04-010,NGWA-NDOKI ROAD PRIM.SCHOOL I,5.1,7.35,108,2,98,2,0,2.956,77.915,6.699,0.393,10.808,69.551,12.489,2.264,-0.088490706,0.28502781,-0.373082567,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA SOUTH,NGWA,01-02-04-011,NGWA-NDOKI ROAD PRIM.SCHOOL II,5.1,7.35,145,1,142,0,0,2.957,77.907,6.701,0.394,10.81,69.564,12.491,2.264,-0.181013466,0.91762293,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA SOUTH,NGWA,01-02-04-017,NGWA-FRIENDS VACATIONAL COLL I,5.1,7.35,118,1,105,2,3,2.958,77.881,6.704,0.394,10.812,69.566,12.493,2.265,-0.181051568,0.385667943,-0.373082567,1.159077086,Normal,Normal,Normal,Normal
ABIA,ABA SOUTH,NGWA,01-02-04-018,NGWA-FRIENDS VACATIONAL COLL II,5.1,7.35,113,1,102,1,0,2.958,77.869,6.706,0.393,10.815,69.578,12.495,2.265,-0.181089694,0.342536457,-0.453605845,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA SOUTH,NGWA,01-02-04-033,NGWA-UMUAGBAI EAST PRIMARY SCHOOL III,5.1,7.35,89,0,78,0,0,2.959,77.86,6.708,0.393,10.817,69.591,12.497,2.265,-0.273577728,-0.002515426,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA SOUTH,OHAZU I,01-02-05-003,OHAZU I AKOLI HALL III,5.1,7.35,100,0,67,0,1,2.96,77.86,6.711,0.393,10.819,69.605,12.499,2.266,-0.273637734,-0.160664206,-0.534129122,0.270195689,Normal,Normal,Normal,Normal
ABIA,ABA SOUTH,OHAZU I,01-02-05-018,OHAZU I-AGULANA ROAD PRIM.SCHOOL II,5.1,7.35,81,0,78,0,0,2.962,77.864,6.714,0.393,10.821,69.619,12.501,2.266,-0.27369778,-0.002515426,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA SOUTH,OHAZU I,01-02-05-022,OHAZU I-AGULANA ROAD PRIM.SCHOOL VI,5.1,7.35,41,0,41,0,0,2.963,77.864,6.717,0.393,10.823,69.633,12.503,2.267,-0.273757865,-0.534470414,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA SOUTH,OHAZU I,01-02-05-028,OHAZU I-NNOFIA HALL II,5.1,7.35,83,0,79,1,0,2.964,77.879,6.719,0.393,10.825,69.643,12.505,2.267,-0.27381799,0.011861735,-0.453605845,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA SOUTH,EKEOHA,01-02-08-007,EKEOHA-ASA TRIANGLE PRIM.SCHOOL II,5.1,7.35,206,1,199,1,1,2.965,77.879,6.722,0.393,10.827,69.658,12.507,2.267,-0.181515551,1.737121154,-0.453605845,0.270195689,Normal,Normal,Normal,Normal
ABIA,ABA SOUTH,EKEOHA,01-02-08-020,EKEOHA-AMICHI HALL I,5.1,7.35,106,0,102,2,1,2.966,77.829,6.724,0.393,10.829,69.629,12.509,2.268,-0.273898234,0.342536457,-0.373082567,0.270195689,Normal,Normal,Normal,Normal
ABIA,ABA SOUTH,GLOUCESTER,01-02-09-015,GLOUCESTER-MARKET ROAD PRIM. SCHOOL IX,5.1,7.35,111,0,99,4,1,2.967,77.819,6.726,0.393,10.831,69.641,12.511,2.268,-0.273958467,0.299404972,-0.212036013,0.270195689,Normal,Normal,Normal,Normal
ABIA,ABA SOUTH,GLOUCESTER,01-02-09-018,GLOUCESTER-OLD COURT PRIM. SCHOOL I,5.1,7.35,52,1,51,0,0,2.968,77.81,6.727,0.393,10.833,69.654,12.513,2.269,-0.181709339,-0.390698796,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA SOUTH,MOSQUE,01-02-10-005,MOSQUE -SCHOOL OF HEALTH V,5.1,7.35,106,2,124,4,0,2.969,77.821,6.73,0.393,10.835,69.666,12.515,2.269,-0.089456637,0.658834017,-0.212036013,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA SOUTH,MOSQUE,01-02-10-016,MOSQUE EHI ROAD PRIM.SCHL V,5.1,7.35,132,2,124,4,0,2.97,77.803,6.731,0.393,10.837,69.674,12.518,2.27,-0.089475106,0.658834017,-0.212036013,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA SOUTH,ABA RIVER,01-02-11-003,"ABA RIVER-ETCHE ROAD,PRIMARY SCHOOL III",5.1,7.35,133,2,121,2,0,2.97,77.784,6.732,0.393,10.84,69.682,12.52,2.27,-0.089493586,0.615702532,-0.373082567,-0.174245009,Normal,Normal,Normal,Normal
ABIA,ABA SOUTH,ABA TOWN HALL,01-02-12-002,ABA TOWN HALL - ABA TOWN HALL II,5.1,7.35,70,0,68,0,0,2.97,77.766,6.734,0.393,10.842,69.691,12.522,2.271,-0.273981834,-0.146287045,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,AROCHUKWU,OVUKWU,01-03-01-002,ATAN ABAM II/ MKT.SQUARE ATAN ABAM,5.38979,7.91404,150,0,0,0,0,2.972,77.77,6.737,0.393,10.844,69.705,12.524,2.271,-0.274042237,-1.123934048,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,AROCHUKWU,OVUKWU,01-03-01-007,NDI OKWARA/NDI OKWARA HALL,5.38979,7.91404,38,0,38,0,0,2.973,77.802,6.739,0.394,10.846,69.702,12.526,2.271,-0.27410268,-0.577601899,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,AROCHUKWU,OVUKWU,01-03-01-008,NDI OKORIE/PRIM. SCH. NDI OKORIE,5.38979,7.91404,102,12,70,7,1,2.974,77.818,6.742,0.394,10.848,69.711,12.528,2.272,0.832025598,-0.117532721,0.029533818,0.270195689,Normal,Normal,Normal,Normal
ABIA,AROCHUKWU,OVUKWU,01-03-01-010,ATAN ABAM III/ONICHA HALL,5.38979,7.91404,140,0,140,0,0,2.97,77.821,6.742,0.393,10.849,69.725,12.53,2.272,-0.273804183,0.888868606,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,AROCHUKWU,OVUKWU,01-03-01-011,EZIAFOR/EZIAFOR TOWN HALL,5.38979,7.91404,70,7,56,4,0,2.972,77.796,6.745,0.394,10.851,69.728,12.532,2.273,0.371248832,-0.318812986,-0.212036013,-0.174245009,Normal,Normal,Normal,Normal
ABIA,AROCHUKWU,OVUKWU,01-03-01-012,AHUMA ABAM VILLAGE SQUARE,5.38979,7.91404,45,0,45,0,0,2.97,77.805,6.746,0.394,10.853,69.741,12.535,2.273,-0.273663571,-0.476961766,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,AROCHUKWU,OHAEKE,01-03-02-003,OHAEKE I & IX IDIMA ABAM PRIM SCH.CAMPI,5.38979,7.91404,48,5,33,2,1,2.971,77.818,6.749,0.394,10.855,69.752,12.536,2.274,0.18690208,-0.649487708,-0.373082567,0.270195689,Normal,Normal,Normal,Normal
ABIA,AROCHUKWU,OHAEKE,01-03-02-005,OHAEKE III /ISI OKWASI HALL,5.38979,7.91404,42,3,32,3,0,2.97,77.837,6.751,0.394,10.857,69.761,12.539,2.274,0.002727972,-0.66386487,-0.29255929,-0.174245009,Normal,Normal,Normal,Normal
ABIA,AROCHUKWU,OHAEKE,01-03-02-006,OHAEKE IV & VIII/ NDI OKORIE HALL,5.38979,7.91404,77,3,70,4,0,2.97,77.856,6.752,0.394,10.859,69.769,12.541,2.275,0.002728533,-0.117532721,-0.212036013,-0.174245009,Normal,Normal,Normal,Normal
ABIA,AROCHUKWU,OHAEKE,01-03-02-012,ELU OGO- NDI OTU HALL.,5.38979,7.91404,71,3,32,3,0,2.97,77.859,6.753,0.394,10.861,69.783,12.543,2.275,0.002729095,-0.66386487,-0.29255929,-0.174245009,Normal,Normal,Normal,Normal
ABIA,AROCHUKWU,AROCHUKWU I,01-03-05-003,UJARI III/OGWOGO HALL AMASU,5.38979,7.91404,65,1,60,3,0,2.97,77.878,6.755,0.394,10.864,69.791,12.546,2.275,-0.181370532,-0.261304339,-0.29255929,-0.174245009,Normal,Normal,Normal,Normal
ABIA,AROCHUKWU,AROCHUKWU I,01-03-05-004,AMASU I & III- VILL SQ. AMASU.,5.38979,7.91404,74,5,66,3,0,2.971,77.885,6.756,0.394,10.866,69.805,12.548,2.276,0.186717918,-0.175041368,-0.29255929,-0.174245009,Normal,Normal,Normal,Normal
ABIA,AROCHUKWU,AROCHUKWU I,01-03-05-007,AMANNAGWU II/VILLAGE SQUARE AMANNAGWU,5.38979,7.91404,94,4,86,0,0,2.97,77.89,6.758,0.394,10.868,69.819,12.55,2.276,0.094744279,0.112501868,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,AROCHUKWU,AROCHUKWU I,01-03-05-008,AMANNAGWU III/VILLAGE SQUARE AMANNAGWU,5.38979,7.91404,152,4,115,0,5,2.97,77.887,6.761,0.395,10.87,69.833,12.552,2.277,0.094763987,0.529439561,-0.534129122,2.047958482,Normal,Normal,Normal,Possible Outlier
ABIA,AROCHUKWU,AROCHUKWU I,01-03-05-012,OGBOGWU I & II NDI ONOH HALL,5.38979,7.91404,218,0,206,2,0,2.969,77.871,6.764,0.393,10.872,69.843,12.554,2.275,-0.273119748,1.837761287,-0.373082567,-0.174245009,Normal,Normal,Normal,Normal
ABIA,AROCHUKWU,AROCHUKWU I,01-03-05-013,GOVT.AREA I/MARY SLESSOR SEC.SCH.,5.38979,7.91404,111,9,89,1,2,2.971,77.818,6.766,0.393,10.874,69.809,12.556,2.276,0.554444443,0.155633354,-0.453605845,0.714636388,Normal,Normal,Normal,Normal
ABIA,AROCHUKWU,IKWUN IHECHIOWA,01-03-07-001,OBINTO I/IHE CENT. SCHOOL,5.38979,7.91404,130,7,117,4,1,2.968,77.814,6.768,0.392,10.876,69.823,12.558,2.276,0.370703763,0.558193885,-0.212036013,0.270195689,Normal,Normal,Normal,Normal
ABIA,AROCHUKWU,IKWUN IHECHIOWA,01-03-07-002,OBINTO II/OBINTO VILLAGE HALL,5.38979,7.91404,41,2,36,1,0,2.967,77.798,6.769,0.392,10.878,69.833,12.561,2.277,-0.088853104,-0.606356223,-0.453605845,-0.174245009,Normal,Normal,Normal,Normal
ABIA,AROCHUKWU,IKWUN IHECHIOWA,01-03-07-003,OBICHIE/AWADA NDI OLE,5.38979,7.91404,153,5,144,1,0,2.967,77.815,6.771,0.392,10.88,69.842,12.563,2.277,0.186858247,0.946377254,-0.453605845,-0.174245009,Normal,Normal,Normal,Normal
ABIA,AROCHUKWU,IKWUN IHECHIOWA,01-03-07-010,UMUYE I/UMUYE COMM.SCH,5.38979,7.91404,98,0,97,1,0,2.966,77.788,6.774,0.392,10.882,69.844,12.565,2.277,-0.272559897,0.270650648,-0.453605845,-0.174245009,Normal,Normal,Normal,Normal
ABIA,AROCHUKWU,UTUTU,01-03-09-012,UKWUAKWU II/MGBALA OGO UKWUAKWU,5.38979,7.91404,69,0,0,0,0,2.967,77.78,6.776,0.392,10.884,69.857,12.567,2.278,-0.27262044,-1.123934048,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,AROCHUKWU,ISU,01-03-10-004,ABA -ISU/UTUGHAIYI COMM.SCH,5.38979,7.91404,133,12,97,14,0,2.969,77.812,6.779,0.393,10.887,69.854,12.569,2.278,0.829596382,0.270650648,0.593196758,-0.174245009,Normal,Normal,Normal,Normal
ABIA,BENDE,AMANKALU/AKOLIUFU,01-04-01-003,AMANKALU ALAYI-AMANKALU PRIM. SCH III,5.55718,7.63676,63,9,124,0,1,2.965,77.804,6.776,0.393,10.887,69.867,12.571,2.279,0.554334674,0.658834017,-0.534129122,0.270195689,Normal,Normal,Normal,Normal
ABIA,BENDE,BENDE,01-04-02-009,OKPUTONG-MOTOR PARK BENDE,5.55718,7.63676,65,0,0,0,0,2.962,77.785,6.779,0.393,10.889,69.875,12.572,2.279,-0.272051547,-1.123934048,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,BENDE,BENDE,01-04-02-016,OKPOROEENYI-ISINKPU VILLAGE HALL,5.55718,7.63676,153,7,135,2,4,2.964,77.817,6.782,0.393,10.891,69.872,12.574,2.28,0.370626213,0.816982797,-0.373082567,1.603517784,Normal,Normal,Normal,Normal
ABIA,BENDE,UGWUEKE/EZEUKWU,01-04-03-002,NDI ELU-NDI ELU PRIM.SCH I,5.55718,7.63676,91,8,64,11,0,2.962,77.793,6.784,0.391,10.893,69.877,12.576,2.279,0.462516901,-0.203795692,0.351626927,-0.174245009,Normal,Normal,Normal,Normal
ABIA,BENDE,UGWUEKE/EZEUKWU,01-04-03-012,EZEUKWU-.AMANGWU VILLAGE HALL,5.55718,7.63676,68,9,50,3,0,2.96,77.799,6.782,0.391,10.895,69.89,12.579,2.279,0.554421678,-0.405075957,-0.29255929,-0.174245009,Normal,Normal,Normal,Normal
ABIA,BENDE,IGBERE 'A',01-04-04-002,ONUIBINA-ONUIBINA PRIM.SCH II,5.55718,7.63676,150,16,130,2,1,2.957,77.81,6.783,0.392,10.896,69.903,12.581,2.28,1.196998489,0.745096988,-0.373082567,0.270195689,Normal,Normal,Normal,Normal
ABIA,BENDE,IGBERE 'A',01-04-04-005,EZIIGBERE-EZIIGBERE COMM. SCH II,5.55718,7.63676,144,25,101,4,0,2.952,77.789,6.785,0.391,10.895,69.909,12.583,2.28,2.023654058,0.328159295,-0.212036013,-0.174245009,Possible Outlier,Normal,Normal,Normal
ABIA,BENDE,IGBERE 'A',01-04-04-007,AMANKALU-AMANKALU PRIM.SCH I,5.55718,7.63676,108,9,96,1,0,2.943,77.779,6.787,0.391,10.888,69.922,12.586,2.281,0.556316331,0.256273486,-0.453605845,-0.174245009,Normal,Normal,Normal,Normal
ABIA,BENDE,IGBERE 'A',01-04-04-009,AMANKALU-AMANKALU PRIM.SCH III,5.55718,7.63676,78,9,60,3,0,2.94,77.772,6.789,0.392,10.89,69.936,12.588,2.281,0.556467595,-0.261304339,-0.29255929,-0.174245009,Normal,Normal,Normal,Normal
ABIA,BENDE,IGBERE 'A',01-04-04-010,AMANKALU-OKPOSI PRIM.SCH,5.55718,7.63676,56,8,44,1,0,2.938,77.779,6.791,0.392,10.891,69.949,12.59,2.282,0.464802788,-0.491338928,-0.453605845,-0.174245009,Normal,Normal,Normal,Normal
ABIA,BENDE,IGBERE 'A',01-04-04-011,UMUISI- UMUISI VILLAGE SQ. I,5.55718,7.63676,39,7,30,0,0,2.936,77.793,6.793,0.392,10.893,69.96,12.592,2.282,0.373119005,-0.692619194,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,BENDE,IGBERE 'A',01-04-04-012,UMUISI- UMUISI VILLAGE HALL  I I,5.55718,7.63676,37,6,27,0,0,2.934,77.813,6.796,0.392,10.895,69.968,12.594,2.283,0.281422553,-0.735750679,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,BENDE,IGBERE 'A',01-04-04-013,ELUOKWE- UMUISI HALL,5.55718,7.63676,27,0,25,0,0,2.933,77.834,6.799,0.392,10.897,69.975,12.596,2.283,-0.269117751,-0.764505003,-0.534129122,-0.174245009,Normal,Normal,Normal,Normal
ABIA,BENDE,IGBERE 'B',01-04-05-001,OKPOSI-EZIAMA HALL,5.55718,7.63676,155,33,98,17,0,2.934,77.856,6.801,0.392,10.899,69.981,12.598,2.284,2.758556983,0.28502781,0.83476659,-0.174245009,Possible Outlier,Normal,Normal,Normal
ABIA,BENDE,IGBERE 'B',01-04-05-003,AGBO IGBERE-AGBO IGBERE VILLAGE HALL,5.55718,7.63676,84,16,49,8,0,2.921,77.848,6.797,0.393,10.884,69.994,12.599,2.284,1.201618457,-0.419453119,0.110057096,-0.174245009,Normal,Normal,Normal,Normal
ABIA,BENDE,IGBERE 'B',01-04-05-008,AMATO-AMATO COMM. SCH,5.55718,7.63676,155,9,42,7,0,2.916,77.86,6.797,0.393,10.883,70.007,12.601,2.284,0.559038005,-0.520093252,0.029533818,-0.174245009,Normal,Normal,Normal,Normal
